NY6D2,OASIS HEALTH CARE,,,,,,80,80,20,65,0,0,80,0,0,,,,,58,0,0,0,0,0,0,0,0,0,0,0,*,*,10,*,15,15,*,*,*,10,*,*,0,80,0,0,0,0
NXP02,OLD TOWN SURGERY,,,,,,95,95,30,70,0,0,95,0,0,15,15,,,58,0,0,0,0,0,0,0,0,0,0,*,0,10,*,10,15,10,15,20,10,*,*,0,0,95,0,0,0,0
AVQ01,ONE ASHFORD HOSPITAL,,,,,,"1,130","1,130",570,555,0,0,"1,130",0,0,73,63,2,2,58,0,0,0,0,0,0,0,*,*,30,35,40,45,50,85,120,160,120,120,140,110,50,*,*,705,970,0,0,0
AVQ03,ONE HATFIELD HOSPITAL,,,,,,135,135,60,70,0,0,135,0,0,47,42,3,3,59,0,0,0,0,0,0,0,*,0,*,*,*,10,*,10,15,15,20,10,15,10,*,*,0,60,195,0,0,0
NTX51,ONE HEALTH GROUP - BARLBOROUGH TREATMENT CENTRE,,,,,,780,780,355,420,*,*,765,10,0,69,57,1,,55,0,0,0,0,0,0,0,0,*,15,20,40,45,70,100,105,85,65,95,75,40,20,10,0,775,*,*,0,0
NTX24,ONE HEALTH GROUP - DONCASTER CLINIC,,,,,,25,25,15,15,0,0,25,0,0,62,33,,,43,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,0,*,0,*,0,0,0,0,25,0,0,0,0
NTX12,ONE HEALTH GROUP CLINIC - CLAREMONT,,,,,,"1,005","1,005",385,620,0,0,965,40,0,50,42,7,6,51,0,0,0,0,0,0,0,0,*,50,55,65,85,90,125,105,90,95,95,75,45,20,*,0,995,65,0,0,0
NTX09,ONE HEALTH GROUP CLINIC - GAINSBOROUGH,,,,,,170,170,85,85,0,0,170,0,0,91,62,,,56,0,0,0,0,0,0,0,*,0,*,10,10,10,10,15,20,25,10,20,10,15,10,*,0,170,0,0,0,0
NTX06,ONE HEALTH GROUP CLINIC - OSSET,,,,,,260,260,135,125,0,0,260,0,0,41,36,,,55,0,0,0,0,0,0,0,0,*,*,10,10,25,25,35,35,35,20,25,25,15,10,*,0,260,0,0,0,0
NTX11,ONE HEALTH GROUP CLINIC - THORNBURY,,,,,,"2,995","2,995","1,335","1,660",0,20,"2,810",165,0,72,52,1,,53,0,0,0,0,0,0,0,*,10,85,110,185,205,240,360,375,355,315,245,290,135,65,10,0,"2,970",20,20,0,0
NTX01,ONE HEALTH GROUP LTD,,,,,,500,500,270,230,0,*,465,25,0,67,65,1,,51,0,0,0,0,0,0,0,*,*,20,30,40,40,50,45,60,40,35,45,45,30,10,*,0,490,10,*,0,0
NNH05,OPTEGRA (BIRMINGHAM EYE HOSPITAL),,,,,,"1,000","1,000",395,605,0,0,0,"1,000",0,,,,,74,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,15,35,75,125,170,215,170,85,15,"1,000",0,0,0,0
NNH04,OPTEGRA (MANCHESTER EYE HOSPITAL),,,,,,"6,615","6,615","2,635","3,980",0,0,0,"6,615",0,,,,,78,0,0,0,0,0,0,0,*,0,*,*,*,10,15,35,45,165,220,380,930,"1,135","1,305","1,140",595,"6,615",0,0,0,0
NNH06,OPTEGRA (SOLENT EYE HOSPITAL),,,,,,555,555,215,340,0,0,0,555,0,,,,,75,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,10,20,25,50,105,85,115,50,20,555,0,0,0,0
NNH03,OPTEGRA (SURREY EYE HOSPITAL),,,,,,170,170,70,105,0,0,0,170,0,,,,,78,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0,*,*,*,10,15,40,30,30,15,170,0,0,0,0
NNH07,OPTEGRA LONDON EYE HOSPITAL,,,,,,"1,675","1,675",695,980,0,0,0,"1,675",0,,,,,71,0,0,0,0,0,0,0,*,0,*,*,15,10,10,25,50,70,165,215,265,260,220,130,40,"1,675",0,0,0,0
NNH02,OPTEGRA YORKSHIRE EYE HOSPITAL,,,,,,"1,285","1,285",500,785,0,0,0,"1,285",0,,,,,74,0,0,0,0,0,0,0,0,0,*,*,*,*,*,10,30,40,85,135,225,255,200,85,50,"1,285",0,0,0,0
NQM01,ORTHOPAEDICS & SPINE SPECIALIST HOSPITAL SITE,,,,,,450,300,200,250,0,0,300,0,0,,,,,58,0,0,0,0,0,0,0,0,*,*,10,25,20,25,40,55,45,50,55,50,35,25,*,*,230,0,0,*,0
RNU,OXFORD HEALTH NHS FOUNDATION TRUST,,,,,,"3,455","2,865","1,625","1,835",0,"1,470",420,815,160,,,72,30,60,0,0,0,45,30,25,35,50,40,160,195,200,165,160,195,175,155,135,145,195,260,345,375,355,0,"177,280",10,*,*
RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,,,,,,"235,625","202,765","113,005","122,615",*,"80,825","85,710","16,690","19,535",52,28,3,1,52,"12,250","6,955","4,815","4,540","1,100","1,020","1,205","1,305","1,555","7,975","10,185","12,250","10,860","8,760","10,975","13,400","17,600","15,345","16,805","19,295","18,295","16,445","12,665","8,665","83,360","422,465","32,480","2,485","3,420"
RPG,OXLEAS NHS FOUNDATION TRUST,,,,,,"2,840","2,420","1,525","1,310",0,"1,230",165,780,245,5,1,66,21,48,*,*,10,*,0,*,0,25,45,215,295,320,270,255,270,210,170,100,105,90,125,130,80,80,*,"150,865",10,10,0
NY60C,PAIN MANAGEMENT SOLUTIONS - CROFT SHIFA HEALTH CENTRE,,,,,,380,380,125,255,0,0,380,0,0,,,,,58,0,0,0,0,0,0,0,0,0,*,10,10,20,15,50,45,45,55,40,45,25,15,10,0,380,0,0,0,0
NY61G,PAIN MANAGEMENT SOLUTIONS - GEORGE ELIOT HOSPITAL NHS TRUST,,,,,,35,35,*,30,0,0,35,0,0,,,,,53,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,*,*,0,*,*,*,*,0,35,0,0,0,0
NY6E8,PAIN MANAGEMENT SOLUTIONS - IRISH WORLD HERITAGE CENTRE,,,,,,50,50,25,25,0,0,50,0,0,,,,,56,0,0,0,0,0,0,0,0,0,*,*,0,*,*,*,*,10,*,*,*,*,*,*,0,50,0,0,0,0
NY60M,PAIN MANAGEMENT SOLUTIONS - SCUNTHORPE GENERAL HOSPITAL,,,,,,100,100,35,65,0,0,100,0,0,,,,,58,0,0,0,0,0,0,0,0,0,*,0,*,*,*,15,15,15,10,10,*,10,*,*,*,100,0,0,0,0
NY677,PAIN MANAGEMENT SOLUTIONS - SEVERN FIELDS HEALTH VILLAGE,,,,,,210,210,75,135,0,0,210,0,0,,,,,58,0,0,0,0,0,0,0,0,0,0,10,*,*,20,30,20,25,15,15,30,10,10,*,0,210,0,0,0,0
NY693,PAIN MANAGEMENT SOLUTIONS - SHREWSBURY SPORTS VILLAGE,,,,,,105,105,35,70,0,0,105,0,0,,,,,57,0,0,0,0,0,0,0,0,*,0,*,*,*,10,10,15,15,*,10,15,*,*,*,0,105,0,0,0,0
NY631,PAIN MANAGEMENT SOLUTIONS (HORDER HEALTHCARE),,,,,,60,60,20,40,0,0,60,0,0,,,,,63,0,0,0,0,0,0,0,0,0,0,*,*,*,*,*,*,10,*,*,*,10,*,*,*,60,0,0,0,0
NVC14,PARK HILL HOSPITAL,,,,,,740,740,270,465,0,0,740,0,0,58,10,2,2,58,0,0,0,0,0,0,0,0,*,15,20,25,30,35,60,95,110,85,95,80,50,30,15,*,540,420,0,0,0
NQT5H,PAULTON MEMORIAL HOSPITAL,,,,,,335,335,150,185,0,15,0,0,320,,,30,25,83,0,0,0,0,0,0,0,0,0,*,0,0,*,*,*,0,*,10,10,20,30,75,100,80,0,"9,940",0,0,*
NTPH5,PENINSULA NHS TREATMENT CENTRE,,,,,,"3,520","2,870","1,470","2,045",0,0,"2,870",0,0,104,71,1,1,68,0,0,0,0,0,0,0,*,*,35,50,75,90,80,135,165,205,265,355,655,625,495,220,55,"3,475",65,0,*,0
RW6,PENNINE ACUTE HOSPITALS NHS TRUST,,,,,,"245,390","200,505","113,405","131,970",15,"100,905","59,900","24,100","15,595",53,30,3,1,54,"10,170","7,920","3,410","2,790",620,810,935,"1,175","1,165","8,185","10,985","12,445","10,680","9,570","11,735","14,820","16,685","17,755","19,005","22,815","21,150","18,780","12,790","7,560","74,035","431,425","39,005","2,110","2,695"
NEQ01,PHOENIX HEALTH SOLUTIONS LIMITED,,,,,,"1,845","1,845",825,"1,015",*,0,"1,845",0,0,28,24,1,1,56,0,0,0,0,0,0,0,*,*,65,60,105,125,115,155,200,225,175,170,175,120,105,35,10,"1,780",80,0,0,0
NVC15,PINEHILL HOSPITAL,,,,,,"4,625","4,625","1,860","2,760",*,0,"4,625",0,0,88,41,2,2,56,0,0,0,0,0,0,0,10,20,135,165,240,320,365,435,470,430,370,405,490,360,245,120,30,"3,900","1,390",0,0,0
NEY01,PIONEER HEALTHCARE LTD - CLAREMONT HOSPITAL,,,,,,180,75,90,90,0,0,75,0,0,,,2,2,53,0,0,0,0,0,0,0,0,*,*,10,*,20,15,15,30,30,10,10,15,15,*,0,0,0,"22,030",0,25,0
RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,,,,,,"90,585","79,195","40,400","50,180",*,"37,805","13,970","18,290","9,130",72,36,4,1,52,"6,215","3,150","1,970","1,860",480,380,385,380,395,"2,845","3,980","4,240","3,495","2,820","3,335","4,290","6,890","5,005","5,715","7,750","7,250","6,850","5,885","4,605","28,935","195,190","13,780",640,"1,905"
RHU,PORTSMOUTH HOSPITALS NHS TRUST,,,,,,"183,715","145,680","83,835","99,875",*,"59,955","50,525","22,210","12,990",62,36,5,1,57,"7,810","2,900","1,995","1,700",450,495,525,715,"1,075","5,770","7,655","8,530","6,865","5,560","7,205","9,345","15,070","11,970","12,875","18,165","16,830","16,435","13,535","9,795","62,270","398,765","17,525","2,190","2,520"
NAM01,PROBUS SURGICAL CENTRE,,,,,,"2,595","2,595","1,470","1,125",0,0,"2,595",0,0,,,,,67,0,0,0,0,0,0,0,0,*,*,35,100,130,110,115,120,100,165,250,420,450,360,185,50,"2,595",0,0,0,0
RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,,,,,,"20,645","20,635","10,820","9,820",*,"4,775","14,290","1,565",10,49,44,2,1,51,55,525,545,820,225,195,160,170,180,895,"1,065","1,000",945,990,"1,200","1,495","1,430","1,315","1,385","1,685","1,580","1,325",955,485,"11,995","13,950","2,860",345,0
NVC16,RENACRES HOSPITAL,,,,,,"5,520","5,520","2,320","3,200",0,0,"5,520",0,0,121,43,2,2,58,0,0,0,0,0,0,0,*,30,130,180,215,285,330,455,550,585,515,560,630,500,355,145,35,"4,875","1,280",0,0,0
NVC19,RIVERS HOSPITAL,,,,,,"10,270","10,270","4,235","6,035",*,0,"10,270",0,0,102,23,2,2,56,0,0,0,0,0,0,0,25,60,280,410,585,600,750,905,950,"1,025",950,900,"1,080",845,560,270,55,"9,325","1,935",0,0,0
RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,,,,,,"2,660","2,600","1,270","1,390",*,"1,255",70,"1,190",85,201,76,34,15,55,0,0,0,*,*,*,20,30,40,170,210,220,205,165,145,165,115,115,130,165,175,230,205,145,25,"88,650",250,55,*
NVC17,ROWLEY HALL HOSPITAL,,,,,,"6,615","6,615","2,720","3,895",0,0,"6,615",0,0,131,65,2,2,61,0,0,0,0,0,0,0,10,15,130,205,265,300,340,525,620,540,520,640,840,755,565,260,85,"5,810","1,765",0,0,0
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,,,,,,"179,300","111,175","82,265","97,030",*,"43,795","47,425","2,080","17,880",56,31,3,1,55,"10,570","4,895","2,680","2,240",645,580,725,690,990,"5,055","7,465","9,165","7,715","5,895","6,700","8,590","10,910","10,640","11,290","16,190","15,445","16,215","13,330","9,995","44,565","245,040","13,385","1,100","7,845"
RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,,,,,,"44,805","41,665","24,650","20,155",0,"3,695","15,845","20,980","1,145",,,6,2,51,"1,535","1,320",930,930,275,265,215,175,225,"1,375","1,395","1,670","1,950","2,250","2,660","3,485","4,235","4,225","4,230","4,400","3,525","2,125",925,305,"20,900","117,850",410,"4,070",220
REF-X,ROYAL CORNWALL HOSPITALS NHS TRUST,,,,,,"189,490","135,965","88,720","100,770",0,"45,370","49,205","27,175","14,220",58,35,3,1,58,"6,690","3,470","2,280","2,055",440,485,560,705,970,"5,605","7,720","7,605","6,745","5,650","7,405","9,230","15,145","13,145","15,850","21,210","18,985","16,735","12,485","7,760","67,280","244,315","13,955","2,185","7,015"
RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,,,,,,"164,565","111,900","78,800","85,755",*,"42,870","48,995","11,525","8,510",65,32,4,1,59,"7,055","3,685","1,910","1,860",505,545,610,605,800,"4,380","5,310","5,570","5,220","4,300","5,740","7,930","10,390","10,070","12,860","17,135","17,905","16,415","13,210","9,925","50,215","291,680","12,030","1,595","1,490"
RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,,,,,,"223,070","183,860","92,170","130,890",10,"65,965","68,930","14,540","34,430",57,29,4,1,53,"11,130","3,320","2,340","2,240",670,570,690,810,"1,010","7,590","13,325","17,405","14,625","9,600","9,410","11,535","12,990","13,060","14,245","16,565","16,165","16,570","14,150","10,965","70,340","451,875","21,595","1,675","15,895"
RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,,,,,,"16,330","16,285","7,090","9,240",*,415,"14,515","1,310",40,58,38,7,3,49,30,185,350,775,200,160,165,155,140,655,720,760,870,945,"1,115","1,410","1,625","1,370","1,300","1,320","1,040",635,295,70,"9,045","48,975",15,"1,170",0
RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,,,,,,"23,415","22,950","13,910","9,505",0,"1,515","13,220","5,525","2,695",4,3,5,2,62,0,0,*,10,10,35,65,65,80,480,625,660,695,890,"1,390","1,830","2,285","2,505","2,775","3,475","2,685","1,805",795,195,"10,305","60,960",100,"1,005",95
RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,,,,,,"98,330","87,070","44,730","53,585",15,"35,640","40,045","4,225","7,160",69,30,4,1,55,"4,030","1,700","1,155","1,170",335,385,475,610,695,"3,280","3,835","4,620","4,440","3,820","4,690","5,630","7,740","6,690","7,190","9,415","8,080","7,600","6,000","4,465","37,330","177,930","15,685",980,"1,420"
RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,,,,,,"128,070","96,080","57,315","70,755",0,"45,885","22,615","15,455","12,125",58,30,4,1,56,"7,330","3,020","1,830","1,490",370,345,440,545,665,"4,060","5,360","5,785","4,895","4,030","4,945","6,265","7,405","7,580","8,695","11,905","11,775","11,750","9,950","7,315","33,015","239,485","16,470",460,"3,150"
RM3,SALFORD ROYAL NHS FOUNDATION TRUST,,,,,,"133,485","97,400","63,075","70,395",10,"38,295","36,085","19,980","3,040",58,35,6,1,57,615,"1,040",490,475,170,300,490,640,575,"4,760","6,455","7,200","7,175","6,925","8,790","9,820","10,920","10,475","10,310","12,775","11,145","9,885","6,795","4,440","48,010","313,730","12,310","1,345","2,335"
RNZ,SALISBURY NHS FOUNDATION TRUST,,,,,,"72,740","63,150","32,010","40,725",*,"24,220","26,665","3,375","8,890",71,34,4,1,54,"3,010","1,410","1,085",850,200,230,285,400,500,"2,850","4,190","4,070","3,250","2,385","2,960","3,935","5,250","4,755","4,990","6,535","6,315","5,790","4,450","2,905","24,925","161,350","8,570","1,230","4,470"
RXK-X,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,,,,,,"131,570","98,405","61,745","69,815",*,"49,425","30,445","6,645","11,890",51,33,4,1,51,"9,310","3,830","2,500","2,025",505,480,615,620,770,"4,705","6,170","6,615","5,800","4,905","5,640","6,720","7,720","7,475","8,160","9,165","9,830","10,440","7,950","5,100","30,385","276,020","11,750","1,595","2,460"
AXG02,SAVERNAKE COMMUNITY HOSPITAL,,,,,,405,400,160,245,0,75,*,0,315,1,1,27,20,84,0,*,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,10,20,15,30,80,115,115,0,"10,635",*,*,*
RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,,,,,,"25,765","24,575","14,210","11,555",0,"5,660","8,670","9,795",450,71,51,4,1,7,"2,745","6,825","6,890","6,560","1,530",775,265,95,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,640","38,620","1,035",570,100
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,,,,,,"299,660","249,550","131,195","168,445",20,"68,360","112,185","45,120","23,890",40,24,5,1,57,"6,630",10,485,395,130,785,"1,190","1,605","1,960","12,865","16,440","17,580","14,515","12,245","15,560","19,570","26,015","23,475","24,465","30,490","27,555","21,495","14,255","8,535","134,130","532,905","17,655","2,955","10,330"
NDAJ1,SHEPPEY COMMUNITY HOSPITAL,,,,,,210,210,110,100,0,*,0,40,165,,,23,19,78,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,10,*,20,25,35,45,35,30,0,"4,900",*,0,*
NTPH1,SHEPTON MALLET NHS TREATMENT CENTRE,,,,,,"6,930","6,160","3,055","3,875",0,30,"6,050",0,80,92,67,3,2,64,0,0,0,0,0,0,0,10,15,100,150,180,250,270,355,520,545,635,815,"1,105",950,625,310,95,"5,170","5,920",*,80,0
RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,,,,,,"120,085","97,995","53,685","66,400",*,"42,595","36,370","6,675","12,360",45,27,4,1,57,"5,085","2,065","1,345","1,060",300,305,410,500,610,"4,495","6,280","5,580","4,180","3,575","4,880","6,360","7,310","7,685","8,850","11,770","11,755","11,185","8,420","5,875","38,100","216,925","14,870",580,"5,680"
RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,,,,,,"179,500","140,440","84,570","94,925",*,"59,055","41,725","30,040","9,625",63,34,4,1,58,"7,590","3,355","1,825","1,900",510,475,530,625,790,"4,460","6,130","6,505","5,620","5,210","6,805","9,850","14,280","12,260","15,235","19,975","18,975","16,000","12,075","7,460","66,435","276,560","19,725",695,"1,425"
R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,,,,,,"2,785","2,770","1,220","1,565",0,585,130,735,"1,325",,,15,12,63,*,105,465,70,*,*,*,0,0,10,15,20,25,25,25,35,35,45,90,160,260,395,510,485,850,"29,520",20,*,15
NDAJ2,SITTINGBOURNE MEMORIAL HOSPITAL,,,,,,140,140,45,90,0,*,0,25,105,,,29,24,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,*,10,15,30,40,35,0,"4,025",0,0,*
R1C,SOLENT NHS TRUST,,,,,,"1,100","1,100",440,660,0,30,0,0,"1,070",,,26,20,80,0,0,0,0,0,0,0,0,0,*,*,*,*,*,10,20,25,35,60,115,150,205,235,225,0,"28,520",*,0,10
RH5,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,,,,,,"3,945","3,485","1,685","2,260",0,"1,245",165,0,"2,070",62,49,34,20,68,0,0,0,*,10,10,25,35,45,120,135,190,140,140,150,150,135,115,160,310,370,505,610,605,160,"112,350",15,*,*
NFH01,SOMERSET SURGICAL SERVICES,,,,,,"1,720","1,715",820,900,0,0,"1,710",*,0,48,37,3,2,66,0,0,0,0,0,0,0,*,*,30,45,50,45,45,75,95,100,150,170,270,240,225,145,40,"1,615",330,0,*,0
NR526,SOUTH HAMS (KINGSBRIDGE) HOSPITAL,,,,,,285,285,125,160,0,90,195,0,*,6,4,13,12,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,15,40,70,75,70,0,"3,655",0,*,0
RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,,,,,,"177,435","149,195","83,945","93,485",0,"54,590","55,895","25,640","13,070",66,33,4,1,55,"7,885","4,080","2,370","2,040",570,510,590,665,810,"5,300","6,735","7,190","6,600","5,965","8,050","10,385","12,935","14,245","15,750","18,990","15,695","14,500","9,435","5,175","65,595","336,160","20,435","3,495","3,215"
R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,,,,,,"176,715","151,790","83,430","93,290",0,"57,610","51,490","33,305","9,385",62,39,4,1,58,"5,720","3,180","1,780","1,640",450,485,605,700,755,"4,580","6,410","7,215","6,630","5,965","7,990","10,090","13,150","14,940","15,640","19,450","16,730","15,685","10,400","6,285","72,370","355,460","17,270","2,780","1,575"
RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,,,,,,"91,040","68,415","40,925","50,120",0,"24,670","21,700","14,710","7,335",49,36,5,2,59,"4,595","1,500",850,865,225,200,230,300,315,"1,995","2,895","3,665","3,165","2,600","3,305","4,400","5,235","5,690","6,895","9,810","9,415","9,515","7,425","5,575","32,765","169,615","6,010",425,"1,095"
RQY,SOUTH WEST LONDON AND ST GEORGE'S MENTAL HEALTH NHS TRUST,,,,,,"2,790",965,"1,445","1,340",0,575,95,260,35,2,1,91,38,42,0,0,*,25,20,20,35,35,35,305,275,360,335,265,220,240,155,130,70,85,60,50,25,10,*,"143,030",*,*,0
RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,,,,,,"2,330","2,085","1,230","1,100",0,"1,605",*,60,415,,,76,30,49,0,0,0,0,*,0,10,30,20,140,220,250,240,170,205,180,170,135,115,140,100,100,65,25,0,"147,225",10,0,*
NTP11,SOUTHAMPTON NHS TREATMENT CENTRE,,,,,,"14,745","13,640","6,875","7,860",10,0,"13,635",*,0,45,35,2,2,53,0,0,0,0,0,15,55,55,90,765,985,"1,085","1,065",970,"1,115","1,180","1,330","1,190","1,210","1,335","1,095",730,355,95,"13,630","1,875",0,100,0
RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,,,,,,"127,520","104,855","56,640","70,875",*,"41,340","31,395","23,015","9,105",80,43,4,1,60,"4,290",980,795,850,240,330,425,470,450,"3,210","4,280","5,050","4,265","4,195","5,205","6,960","8,185","8,940","9,955","14,345","13,600","11,705","9,285","6,375","47,730","209,775","13,690","1,220","2,570"
RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,,,,,,"12,160","10,480","5,755","6,395",*,"3,350","2,105","2,805","2,225",42,28,35,13,64,0,0,0,20,20,20,45,90,80,445,570,550,530,435,495,610,620,640,695,"1,080","1,165","1,450","1,370","1,200","3,435","253,760",885,95,20
RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,,,,,,"72,305","60,995","33,450","38,845",10,"31,835","16,080","8,050","5,035",50,26,4,1,58,"3,695","1,705",795,825,210,160,225,300,340,"1,850","2,395","2,655","2,235","2,060","2,605","3,220","4,155","4,550","5,135","6,855","7,465","7,650","5,940","3,785","21,865","154,705","14,575",205,545
NPG05,SPAMEDICA - NEWTON-LE-WILLOWS,,,,,,"1,145","1,145",460,690,0,0,"1,145",0,0,19,14,,,74,0,0,0,0,0,0,0,0,0,0,0,0,*,0,*,25,30,85,145,260,265,225,85,20,"1,145",0,0,0,0
NPG13,SPAMEDICA - SKELMERSDALE,,,,,,"3,485","3,485","1,420","2,065",0,0,"3,485",0,0,25,10,,,76,0,0,0,0,0,0,0,0,0,0,0,0,*,*,20,55,115,185,375,700,805,720,370,130,"3,485",0,0,0,0
NPG02,SPAMEDICA (BIRKENHEAD),,,,,,"4,505","4,505","1,850","2,655",*,0,"4,505",0,0,22,13,,,75,0,0,0,0,0,0,0,0,0,0,*,0,*,15,30,50,140,265,495,880,"1,020",970,475,160,"4,505",0,0,0,0
NPG11,SPAMEDICA (BIRMINGHAM),,,,,,"7,245","7,245","3,045","4,200",0,0,"7,245",0,0,26,20,,,74,0,0,0,0,0,0,0,0,*,0,*,0,15,25,75,160,305,600,960,"1,415","1,545","1,280",695,175,"7,245",0,0,0,0
NPG08,SPAMEDICA (BOLTON),,,,,,"7,005","7,005","2,800","4,205",*,0,"7,005",0,0,21,15,49,49,74,0,0,0,0,0,0,0,0,0,0,*,*,*,40,55,145,335,480,930,"1,455","1,520","1,230",615,190,"7,005",50,0,0,0
NPG01,SPAMEDICA (MANCHESTER),,,,,,"7,675","7,675","3,075","4,600",0,0,"7,675",0,0,24,10,,,74,0,0,0,0,0,0,0,0,0,*,10,10,20,30,85,175,320,560,880,"1,445","1,490","1,610",805,230,"7,675",0,0,0,0
NPG10,SPAMEDICA (SHEFFILED),,,,,,"5,835","5,835","2,440","3,395",0,0,"5,835",0,0,19,11,,,74,0,0,0,0,0,0,0,0,*,*,*,*,10,15,55,115,180,355,715,"1,265","1,355","1,165",450,145,"5,835",0,0,0,0
NPG19,SPAMEDICA BEDFORD,,,,,,345,345,135,210,0,0,345,0,0,15,12,,,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,20,40,50,80,55,60,30,*,345,0,0,0,0
NPG16,SPAMEDICA CHELMSFORD,,,,,,"2,165","2,165",835,"1,335",0,0,"2,165",0,0,15,9,,,74,0,0,0,0,0,0,0,0,0,0,*,*,*,*,15,50,85,145,240,490,435,425,220,55,"2,165",0,0,0,0
NPG12,SPAMEDICA ECCLESHILL TREATMENT CENTRE,,,,,,"2,225","2,225",965,"1,260",0,0,"2,225",0,0,19,13,,,74,0,0,0,0,0,0,0,*,0,0,*,*,*,10,25,55,90,155,300,430,485,390,225,55,"2,225",0,0,0,0
NPG07,SPAMEDICA EYE HOSPITAL (WAKEFIELD),,,,,,"6,500","6,500","2,555","3,940",*,0,"6,500",0,0,14,8,,,75,0,0,0,0,0,0,0,0,0,0,*,*,10,20,45,120,225,410,775,"1,335","1,480","1,300",610,160,"6,500",0,0,0,0
NPG18,SPAMEDICA HULL,,,,,,905,905,370,535,0,0,905,0,0,23,17,,,75,0,0,0,0,0,0,0,0,0,0,0,*,*,0,*,*,30,50,115,175,240,165,90,25,905,0,0,0,0
NPG06,SPAMEDICA LIVERPOOL,,,,,,"2,290","2,290",910,"1,375",*,0,"2,290",0,0,21,13,,,74,0,0,0,0,0,0,0,0,0,*,*,*,*,*,15,45,110,190,300,435,495,435,200,50,"2,290",0,0,0,0
NPG15,SPAMEDICA NEWCASTLE-UNDER-LYME,,,,,,"1,690","1,690",755,940,0,0,"1,690",0,0,25,16,,,73,0,0,0,0,0,0,0,0,*,*,*,*,*,10,30,55,90,125,220,345,355,270,135,50,"1,690",0,0,0,0
NPG17,SPAMEDICA PRESTON,,,,,,445,445,175,270,0,0,445,0,0,25,21,,,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,*,10,10,20,40,90,125,90,35,20,445,0,0,0,0
NPG14,SPAMEDICA WIDNES,,,,,,"1,615","1,615",665,950,0,0,"1,615",0,0,16,11,,,74,0,0,0,0,0,0,0,0,0,0,0,0,*,*,15,15,55,110,205,360,375,305,150,25,"1,615",0,0,0,0
NPG20,SPAMEDICA WOLVERHAMPTON,,,,,,430,430,190,240,0,0,430,0,0,10,5,,,74,0,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*,20,30,55,100,100,65,35,10,430,0,0,0,0
NN802,SPENCER PRIVATE HOSPITALS - ASHFORD,,,,,,255,255,105,155,0,0,0,255,0,,,1,1,53,0,0,0,0,0,0,0,0,*,15,15,15,25,15,20,20,20,25,20,30,20,*,*,0,205,65,0,0,0
NN801,SPENCER PRIVATE HOSPITALS - MARGATE,,,,,,"2,080","2,080",895,"1,185",0,0,0,"2,080",0,,,2,2,56,0,0,0,0,0,0,0,0,*,80,85,105,105,140,185,190,235,200,200,245,175,75,35,*,"1,225","1,770",0,*,0
