NVC05,Euxton Hall Hospital,,,,,," 	5,420 "," 	5,420 "," 	2,366 "," 	3,054 ", 	- 0, 	- 0," 	5,420 ", 	- 0, 	- 0, 	53 , 	14 , 	2 , 	1 , 	54 , 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	14 , 	19 , 	12 , 	135 , 	189 , 	275 , 	390 , 	474 , 	630 , 	654 , 	559 , 	479 , 	590 , 	487 , 	295 , 	156 , 	37 , 	15 ," 	4,705 "," 	1,633 ", 	- 0, 	- 0, 	- 0
NVG01,Fairfield Hospital,,,,,," 	3,789 "," 	3,789 "," 	1,877 "," 	1,911 ",*, 	- 0," 	3,789 ", 	- 0, 	- 0, 	127 , 	63 , 	3 , 	2 , 	54 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	25 , 	16 , 	148 , 	190 , 	219 , 	249 , 	305 , 	390 , 	409 , 	355 , 	335 , 	373 , 	336 , 	234 , 	133 , 	57 , 	10 ," 	3,198 "," 	1,527 ", 	- 0, 	- 0, 	- 0
NLL16,Falmouth Hospital,,,,,, 	323 , 	319 , 	151 , 	172 , 	- 0, 	22 ,*,*, 	295 ,,, 	27 , 	19 , 	81 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	- 0,*,*,*,*,*, 	14 , 	30 , 	21 , 	29 , 	69 , 	55 , 	90 , 	- 0," 	8,590 ",*, 	- 0,*
NDA25,Farnham Hospital & Centre For Health,,,,,, 	450 , 	450 , 	161 , 	288 ,*, 	15 , 	- 0, 	89 , 	346 ,,, 	42 , 	27 , 	82 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*, 	- 0,*, 	- 0, 	8 , 	10 , 	10 , 	22 , 	34 , 	57 , 	101 , 	103 , 	103 , 	- 0," 	18,681 ", 	- 0, 	- 0,*
NVC06,Fitzwilliam Hospital,,,,,," 	7,889 "," 	7,889 "," 	3,442 "," 	4,443 ",*, 	- 0," 	7,889 ", 	- 0, 	- 0, 	58 , 	23 , 	2 , 	2 , 	56 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	18 , 	38 , 	261 , 	381 , 	415 , 	489 , 	618 , 	701 , 	800 , 	672 , 	713 , 	759 , 	765 , 	606 , 	397 , 	205 , 	43 ," 	6,334 "," 	3,342 ", 	- 0, 	- 0, 	- 0
NDJ01,Forum House,,,,,, 	99 , 	99 , 	29 , 	70 , 	- 0, 	14 ,*,*, 	82 ,,, 	33 , 	31 , 	85 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*,*,*, 	12 , 	26 , 	30 , 	24 , 	- 0," 	3,092 ", 	- 0, 	- 0, 	- 0
AHH01,Foscote Court (Banbury) Trust,,,,,, 	645 , 	645 , 	396 , 	249 , 	- 0, 	- 0, 	645 , 	- 0, 	- 0, 	37 , 	37 , 	2 , 	2 , 	53 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	18 , 	26 , 	37 , 	44 , 	70 , 	81 , 	75 , 	62 , 	52 , 	81 , 	48 , 	25 ,*,*,*, 	581 , 	144 , 	- 0, 	- 0, 	- 0
NLL14,Fowey Hospital,,,,,, 	165 , 	165 , 	56 , 	109 , 	- 0, 	57 ,*,*, 	103 ,,, 	18 , 	14 , 	83 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	- 0,*,*,*,*, 	17 , 	17 , 	39 , 	32 , 	45 , 	- 0," 	2,842 ", 	- 0, 	- 0, 	- 0
RDU,Frimley Health NHS Foundation Trust,,,,,," 	227,377 "," 	187,877 "," 	103,395 "," 	123,980 ",*," 	81,869 "," 	71,590 "," 	11,641 "," 	22,777 ", 	44 , 	32 , 	4 , 	1 , 	53 ," 	14,417 "," 	5,623 "," 	3,506 "," 	2,875 ", 	768 , 	761 , 	940 ," 	1,071 "," 	1,077 "," 	7,461 "," 	10,299 "," 	12,065 "," 	10,381 "," 	9,344 "," 	10,915 "," 	12,608 "," 	13,031 "," 	12,955 "," 	16,471 "," 	17,133 "," 	18,328 "," 	18,649 "," 	14,208 "," 	10,660 "," 	66,340 "," 	473,664 "," 	27,275 "," 	2,959 "," 	3,720 "
NQ106,Fryatt Hospital,,,,,, 	356 , 	356 , 	123 , 	233 , 	- 0, 	13 , 	85 , 	25 , 	233 , 	1 , 	1 , 	22 , 	17 , 	83 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*,*,*, 	12 , 	18 , 	25 , 	57 , 	54 , 	93 , 	90 , 	- 0," 	7,765 ", 	- 0, 	- 0,*
NVC07,Fulwood Hall Hospital,,,,,," 	7,197 "," 	7,197 "," 	3,199 "," 	3,995 ",*, 	- 0," 	7,197 ", 	- 0, 	- 0, 	61 , 	28 , 	3 , 	3 , 	59 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	9 , 	29 , 	29 , 	24 , 	173 , 	210 , 	302 , 	308 , 	459 , 	632 , 	617 , 	605 , 	662 , 	785 , 	831 , 	751 , 	501 , 	216 , 	52 ," 	5,815 "," 	3,761 ", 	- 0, 	- 0, 	- 0
RR7-X,Gateshead Health NHS Foundation Trust,,,,,," 	86,717 "," 	68,735 "," 	36,686 "," 	50,029 ",*," 	26,760 "," 	24,659 "," 	12,985 "," 	4,331 ", 	50 , 	37 , 	5 , 	2 , 	59 ," 	2,768 "," 	1,204 ", 	463 , 	360 , 	99 , 	155 , 	256 , 	288 , 	329 ," 	2,093 "," 	2,778 "," 	2,973 "," 	2,865 "," 	3,678 "," 	4,263 "," 	5,521 "," 	8,572 "," 	6,584 "," 	8,539 "," 	7,675 "," 	8,292 "," 	7,541 "," 	5,585 "," 	3,210 "," 	32,029 "," 	181,753 "," 	7,365 ", 	621 , 	488 
RLT,George Eliot Hospital NHS Trust,,,,,," 	44,393 "," 	39,478 "," 	18,961 "," 	25,432 ", 	- 0," 	14,926 "," 	17,395 "," 	1,812 "," 	5,345 ", 	53 , 	38 , 	5 , 	2 , 	55 ," 	2,531 ", 	459 , 	235 , 	232 , 	63 , 	130 , 	152 , 	205 , 	262 ," 	1,976 "," 	2,451 "," 	2,238 "," 	1,783 "," 	1,912 "," 	2,434 "," 	2,477 "," 	2,487 "," 	2,732 "," 	3,638 "," 	3,841 "," 	3,628 "," 	3,596 "," 	2,949 "," 	1,901 "," 	16,764 "," 	106,852 "," 	3,567 ", 	346 , 	952 
R1J,Gloucestershire Care Services NHS Trust,,,,,," 	4,844 "," 	4,809 "," 	1,417 "," 	3,427 ", 	- 0, 	824 , 	264 ," 	1,168 "," 	2,553 ", 	4 , 	2 , 	20 , 	16 , 	68 , 	- 0, 	- 0,*,*,*,*, 	36 , 	50 , 	41 , 	347 , 	309 , 	209 , 	146 , 	58 , 	24 , 	42 , 	55 , 	105 , 	176 , 	282 , 	455 , 	744 , 	869 , 	847 ," 	1,226 "," 	71,646 ", 	33 , 	134 , 	11 
RTE,Gloucestershire Hospitals NHS Foundation Trust,,,,,," 	202,285 "," 	161,150 "," 	88,023 "," 	114,259 ",*," 	51,876 "," 	54,346 "," 	33,279 "," 	21,649 ", 	51 , 	38 , 	4 , 	1 , 	55 ," 	10,030 "," 	4,371 "," 	2,531 "," 	2,148 ", 	583 , 	648 , 	773 , 	823 ," 	1,189 "," 	6,890 "," 	10,158 "," 	9,972 "," 	7,726 "," 	7,062 "," 	9,432 "," 	10,840 "," 	12,942 "," 	13,826 "," 	18,685 "," 	18,399 "," 	17,892 "," 	15,447 "," 	11,939 "," 	7,511 "," 	75,815 "," 	342,138 "," 	11,580 ", 	579 ," 	9,274 "
RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,,,,,," 	54,141 "," 	42,186 "," 	28,921 "," 	25,218 ",*, 	738 ," 	18,285 "," 	20,941 "," 	2,222 ", 	67 , 	35 , 	6 , 	1 , 	7 ," 	8,404 "," 	14,601 "," 	13,681 "," 	11,156 "," 	2,146 "," 	1,383 ", 	760 , 	260 , 	79 , 	90 , 	73 , 	63 , 	59 , 	30 , 	27 , 	22 , 	21 , 	7 , 	6 , 	6 , 	- 0, 	- 0, 	- 0, 	- 0," 	27,117 "," 	94,827 ", 	150 ," 	2,302 ", 	513 
RN3,Great Western Hospitals NHS Foundation Trust,,,,,," 	107,323 "," 	89,986 "," 	47,749 "," 	59,564 ", 	10 ," 	38,705 "," 	27,008 "," 	13,506 "," 	10,767 ", 	56 , 	38 , 	4 , 	1 , 	54 ," 	6,255 "," 	2,143 "," 	1,527 "," 	1,126 ", 	294 , 	344 , 	395 , 	517 , 	576 ," 	3,723 "," 	4,701 "," 	5,057 "," 	4,257 "," 	4,766 "," 	5,556 "," 	6,399 "," 	6,541 "," 	6,782 "," 	9,128 "," 	8,989 "," 	8,545 "," 	8,282 "," 	6,689 "," 	4,508 "," 	34,149 "," 	233,867 "," 	12,862 ", 	833 ," 	1,955 "
RJ1-X,Guy's And St Thomas' NHS Foundation Trust,,,,,," 	164,334 "," 	151,655 "," 	78,383 "," 	85,950 ",*," 	39,949 "," 	77,582 "," 	15,766 "," 	18,358 ", 	46 , 	30 , 	4 , 	2 , 	43 ," 	11,301 "," 	6,592 "," 	6,112 "," 	4,646 ", 	889 , 	820 , 	841 , 	867 , 	981 ," 	7,160 "," 	10,470 "," 	11,356 "," 	10,514 "," 	9,288 "," 	10,090 "," 	10,775 "," 	10,164 "," 	9,545 "," 	10,137 "," 	8,747 "," 	8,381 "," 	6,083 "," 	4,087 "," 	1,979 "," 	64,707 "," 	374,131 "," 	12,269 "," 	3,653 "," 	2,284 "
RN5-X,Hampshire Hospitals NHS Foundation Trust,,,,,," 	116,898 "," 	102,414 "," 	50,904 "," 	65,990 ",*," 	33,960 "," 	42,523 "," 	13,598 "," 	12,333 ", 	54 , 	40 , 	5 , 	1 , 	53 ," 	7,554 "," 	2,438 "," 	1,538 "," 	1,489 ", 	410 , 	409 , 	452 , 	468 , 	580 ," 	3,768 "," 	5,005 "," 	5,916 "," 	4,875 "," 	4,760 "," 	5,428 "," 	6,794 "," 	7,269 "," 	7,422 "," 	10,289 "," 	9,807 "," 	9,937 "," 	8,774 "," 	6,878 "," 	4,302 "," 	45,961 "," 	290,710 "," 	8,605 "," 	1,413 "," 	2,303 "
RCD,Harrogate And District NHS Foundation Trust,,,,,," 	58,917 "," 	53,860 "," 	26,944 "," 	31,972 ",*," 	18,105 "," 	25,532 "," 	6,037 "," 	4,186 ", 	34 , 	21 , 	4 , 	1 , 	56 ," 	2,945 "," 	1,361 ", 	831 , 	755 , 	148 , 	192 , 	219 , 	199 , 	213 ," 	1,454 "," 	1,838 "," 	2,447 "," 	2,081 "," 	2,030 "," 	2,998 "," 	3,502 "," 	3,517 "," 	3,778 "," 	5,627 "," 	5,488 "," 	5,919 "," 	5,063 "," 	3,719 "," 	2,503 "," 	27,642 "," 	114,573 "," 	5,843 ", 	422 , 	791 
NDA03,Haslemere And District Hospital Opd,,,,,, 	166 , 	166 , 	61 , 	105 , 	- 0,*,*, 	43 , 	118 ,,, 	32 , 	27 , 	84 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*,*,*, 	- 0, 	9 , 	13 , 	16 , 	29 , 	42 , 	53 , 	- 0," 	5,160 ", 	- 0,*, 	- 0
RR1-X,Heart Of England NHS Foundation Trust,,,,,," 	291,375 "," 	245,926 "," 	123,014 "," 	168,359 ",*," 	103,044 "," 	62,071 "," 	37,155 "," 	43,656 ", 	57 , 	41 , 	3 , 	1 , 	53 ," 	14,948 "," 	5,468 "," 	2,872 "," 	2,373 ", 	617 , 	840 ," 	1,174 "," 	1,645 "," 	2,013 "," 	14,301 "," 	19,332 "," 	17,572 "," 	12,946 "," 	11,382 "," 	13,344 "," 	15,228 "," 	16,089 "," 	17,278 "," 	22,089 "," 	23,265 "," 	24,042 "," 	23,194 "," 	17,576 "," 	11,093 "," 	61,957 "," 	527,153 "," 	40,014 "," 	25,748 "," 	21,510 "
NLL18,Helston Community Hospital,,,,,, 	350 , 	346 , 	147 , 	203 , 	- 0, 	35 ,*,*, 	284 , 	7 , 	7 , 	23 , 	17 , 	78 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*,*,*, 	14 , 	9 , 	13 , 	15 , 	22 , 	30 , 	37 , 	57 , 	73 , 	68 , 	- 0," 	7,929 ",*, 	- 0,*
RY4,Hertfordshire Community NHS Trust,,,,,," 	4,077 "," 	4,058 "," 	1,597 "," 	2,480 ", 	- 0, 	29 ," 	2,942 ", 	143 , 	944 ,,, 	27 , 	22 , 	75 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*,*, 	13 , 	12 , 	11 , 	21 , 	78 , 	136 , 	156 , 	247 , 	290 , 	381 , 	320 , 	507 , 	730 , 	679 , 	490 ," 	2,126 "," 	52,433 ", 	- 0, 	20 ,*
RWR,Hertfordshire Partnership University NHS Foundation Trust,,,,,," 	2,651 "," 	1,578 "," 	1,402 "," 	1,249 ", 	- 0, 	467 , 	254 , 	117 , 	740 ,,, 	84 , 	29 , 	45 , 	- 0, 	- 0, 	- 0, 	12 , 	18 , 	33 , 	30 , 	41 , 	48 , 	197 , 	317 , 	259 , 	280 , 	216 , 	220 , 	217 , 	167 , 	88 , 	127 , 	94 , 	100 , 	91 , 	58 , 	26 ,*," 	127,377 ", 	11 ,*, 	12 
RQQ-X,Hinchingbrooke Health Care NHS Trust,,,,,," 	49,894 "," 	44,437 "," 	22,557 "," 	27,337 ", 	- 0," 	14,188 "," 	15,441 "," 	9,514 "," 	5,294 ", 	46 , 	35 , 	4 , 	1 , 	57 ," 	2,461 ", 	222 , 	251 , 	196 , 	53 , 	68 , 	185 , 	236 , 	228 ," 	1,628 "," 	2,158 "," 	2,222 "," 	1,892 "," 	2,074 "," 	2,598 "," 	2,903 "," 	3,043 "," 	3,445 "," 	5,127 "," 	4,952 "," 	5,084 "," 	4,086 "," 	2,776 "," 	1,881 "," 	20,742 "," 	83,988 "," 	4,379 "," 	1,370 "," 	1,050 "
RQX,Homerton University Hospital NHS Foundation Trust,,,,,," 	75,551 "," 	63,272 "," 	28,995 "," 	46,533 ", 	23 ," 	20,704 "," 	21,115 "," 	1,586 "," 	19,867 ", 	49 , 	40 , 	3 , 	1 , 	39 ," 	8,912 "," 	1,424 ", 	658 , 	494 , 	145 , 	198 , 	302 , 	395 , 	509 ," 	4,539 "," 	8,309 "," 	8,863 "," 	6,726 "," 	4,382 "," 	3,965 "," 	4,328 "," 	3,393 "," 	2,918 "," 	2,848 "," 	2,626 "," 	2,811 "," 	2,412 "," 	1,729 "," 	1,150 "," 	20,040 "," 	150,134 "," 	6,673 ", 	211 ," 	7,533 "
NVC25,Horton NHS Treatment Centre,,,,,," 	2,733 "," 	2,733 "," 	1,251 "," 	1,482 ", 	- 0, 	- 0," 	2,733 ", 	- 0, 	- 0, 	42 , 	14 , 	4 , 	3 , 	60 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*, 	7 ,*, 	7 , 	47 , 	77 , 	80 , 	93 , 	118 , 	211 , 	259 , 	282 , 	331 , 	388 , 	350 , 	262 , 	151 , 	55 ,*," 	1,444 "," 	4,779 ", 	- 0, 	- 0, 	- 0
RY9,Hounslow And Richmond Community Healthcare NHS Trust,,,,,, 	407 , 	371 , 	163 , 	244 , 	- 0, 	182 ,*,*, 	188 ,*,*, 	44 , 	29 , 	82 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*, 	- 0,*,*,*, 	7 , 	16 , 	20 , 	32 , 	51 , 	72 , 	101 , 	102 , 	- 0," 	16,533 ",*, 	- 0,*
RWA,Hull And East Yorkshire Hospitals NHS Trust,,,,,," 	177,011 "," 	150,689 "," 	82,384 "," 	94,627 ", 	- 0," 	51,758 "," 	61,487 "," 	24,544 "," 	12,900 ",,, 	5 , 	2 , 	54 ," 	8,558 "," 	3,897 "," 	2,369 "," 	1,955 ", 	564 , 	596 , 	687 , 	891 ," 	1,001 "," 	6,443 "," 	7,627 "," 	7,487 "," 	6,543 "," 	7,431 "," 	9,403 "," 	10,897 "," 	11,282 "," 	12,990 "," 	17,363 "," 	15,057 "," 	15,762 "," 	13,442 "," 	9,237 "," 	5,046 "," 	68,367 "," 	373,880 "," 	11,211 "," 	2,178 "," 	1,895 "
RV9-X,Humber NHS Foundation Trust,,,,,," 	2,611 "," 	1,953 "," 	1,312 "," 	1,299 ", 	- 0, 	976 ,*, 	941 ,*,*,*, 	47 , 	16 , 	56 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	6 , 	8 , 	27 , 	31 , 	200 , 	178 , 	189 , 	174 , 	160 , 	219 , 	133 , 	149 , 	114 , 	136 , 	111 , 	155 , 	230 , 	222 , 	157 ,*," 	82,997 ", 	16 , 	25 , 	- 0
RYJ,Imperial College Healthcare NHS Trust,,,,,," 	232,195 "," 	201,091 "," 	96,184 "," 	136,005 ", 	6 ," 	55,953 "," 	99,176 "," 	9,730 "," 	36,232 ", 	50 , 	21 , 	4 , 	1 , 	50 ," 	12,550 "," 	3,036 "," 	2,297 "," 	1,937 ", 	354 , 	526 , 	639 , 	807 ," 	1,079 "," 	7,913 "," 	14,440 "," 	19,729 "," 	17,378 "," 	12,925 "," 	13,625 "," 	15,194 "," 	16,695 "," 	15,624 "," 	17,070 "," 	16,168 "," 	14,923 "," 	11,492 "," 	7,308 "," 	4,934 "," 	90,937 "," 	458,402 "," 	15,786 "," 	2,634 "," 	13,982 "
RGQ,Ipswich Hospital NHS Trust,,,,,," 	124,545 "," 	97,037 "," 	56,590 "," 	67,955 ", 	- 0," 	34,588 "," 	33,529 "," 	16,882 "," 	12,038 ", 	139 , 	45 , 	4 , 	1 , 	56 ," 	6,216 "," 	2,435 "," 	1,594 "," 	1,253 ", 	346 , 	362 , 	522 , 	595 , 	743 ," 	4,396 "," 	5,758 "," 	5,020 "," 	4,270 "," 	4,306 "," 	5,364 "," 	6,505 "," 	7,441 "," 	8,344 "," 	11,087 "," 	11,183 "," 	11,784 "," 	10,440 "," 	8,606 "," 	5,612 "," 	43,181 "," 	199,157 "," 	9,292 ", 	785 ," 	4,322 "
R1F-X,Isle Of Wight NHS Trust,,,,,," 	30,485 "," 	25,331 "," 	13,848 "," 	16,637 ", 	- 0," 	11,652 "," 	10,044 ", 	764 ," 	2,871 ", 	73 , 	55 , 	6 , 	2 , 	56 ," 	1,725 ", 	817 , 	564 , 	477 , 	144 , 	108 , 	117 , 	131 , 	167 , 	904 ," 	1,021 "," 	1,027 ", 	886 , 	920 ," 	1,216 "," 	1,446 "," 	1,523 "," 	1,803 "," 	2,529 "," 	2,929 "," 	3,024 "," 	2,947 "," 	2,216 "," 	1,562 "," 	7,875 "," 	107,602 "," 	2,112 ", 	993 , 	554 
RGP,James Paget University Hospitals NHS Foundation Trust,,,,,," 	69,876 "," 	60,427 "," 	31,543 "," 	38,333 ", 	- 0," 	19,563 "," 	26,657 "," 	9,240 "," 	4,967 ", 	57 , 	31 , 	5 , 	2 , 	58 ," 	3,300 "," 	1,279 ", 	781 , 	734 , 	224 , 	233 , 	248 , 	248 , 	346 ," 	2,006 "," 	2,410 "," 	2,239 "," 	1,971 "," 	2,208 "," 	3,117 "," 	3,422 "," 	3,781 "," 	4,583 "," 	6,464 "," 	7,138 "," 	7,245 "," 	6,929 "," 	5,373 "," 	3,413 "," 	30,538 "," 	147,776 "," 	4,607 "," 	1,586 ", 	973 
RXY,Kent And Medway NHS And Social Care Partnership Trust,,,,,," 	4,038 "," 	2,934 "," 	2,151 "," 	1,887 ", 	- 0," 	1,729 ", 	499 , 	548 , 	158 , 	5 , 	1 , 	62 , 	17 , 	46 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	81 , 	72 , 	362 , 	440 , 	393 , 	355 , 	352 , 	392 , 	326 , 	256 , 	180 , 	243 , 	185 , 	169 , 	118 , 	84 , 	19 ,*," 	180,930 ", 	27 , 	15 ,*
RYY,Kent Community Health NHS Foundation Trust,,,,,," 	2,263 "," 	2,259 ", 	843 ," 	1,420 ", 	- 0, 	117 , 	- 0, 	- 0," 	2,142 ",,, 	29 , 	23 , 	82 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	6 , 	8 , 	16 , 	76 , 	33 , 	106 , 	131 , 	300 , 	494 , 	538 , 	549 , 	69 ," 	63,563 ",*, 	- 0, 	10 
RNQ,Kettering General Hospital NHS Foundation Trust,,,,,," 	96,351 "," 	87,215 "," 	42,182 "," 	54,169 ", 	- 0," 	31,182 "," 	34,647 "," 	9,412 "," 	11,974 ", 	72 , 	39 , 	4 , 	1 , 	53 ," 	5,735 "," 	2,020 "," 	1,321 "," 	1,048 ", 	313 , 	317 , 	408 , 	532 , 	580 ," 	4,095 "," 	5,023 "," 	4,806 "," 	3,763 "," 	3,455 "," 	4,280 "," 	4,871 "," 	7,786 "," 	6,375 "," 	8,182 "," 	8,094 "," 	7,826 "," 	6,717 "," 	5,236 "," 	3,410 "," 	39,114 "," 	200,313 "," 	9,863 ", 	726 ," 	5,166 "
ADP02,Kims Hospital Ltd,,,,,, 	450 , 	450 , 	202 , 	248 , 	- 0, 	- 0, 	450 , 	- 0, 	- 0, 	52 , 	51 , 	2 , 	2 , 	54 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	14 , 	23 , 	19 , 	36 , 	34 , 	49 , 	39 , 	53 , 	38 , 	56 , 	44 , 	25 ,*,*, 	- 0, 	324 , 	225 , 	- 0, 	- 0, 	- 0
RJZ,King's College Hospital NHS Foundation Trust,,,,,," 	253,363 "," 	209,236 "," 	112,732 "," 	140,608 ", 	23 ," 	61,185 "," 	91,990 "," 	27,488 "," 	28,573 ",,, 	5 , 	2 , 	51 ," 	14,783 "," 	4,778 "," 	4,799 "," 	4,088 "," 	1,075 "," 	1,032 "," 	1,036 "," 	1,096 "," 	1,350 "," 	9,174 "," 	13,343 "," 	15,411 "," 	13,918 "," 	11,900 "," 	14,263 "," 	16,371 "," 	15,800 "," 	15,524 "," 	18,402 "," 	16,763 "," 	17,555 "," 	16,598 "," 	13,329 "," 	8,786 "," 	98,893 "," 	543,995 "," 	14,791 "," 	3,318 "," 	7,348 "
RAX,Kingston Hospital NHS Foundation Trust,,,,,," 	83,145 "," 	72,325 "," 	30,210 "," 	52,933 ",*," 	25,619 "," 	21,303 "," 	2,011 "," 	23,392 ", 	45 , 	36 , 	3 , 	1 , 	46 ," 	8,592 "," 	2,505 "," 	1,541 ", 	964 , 	282 , 	233 , 	283 , 	264 , 	350 ," 	2,973 "," 	4,901 "," 	8,617 "," 	6,756 "," 	3,619 "," 	3,007 "," 	3,202 "," 	3,140 "," 	3,505 "," 	4,339 "," 	4,493 "," 	4,748 "," 	5,183 "," 	4,523 "," 	3,844 "," 	19,442 "," 	166,584 "," 	8,685 "," 	1,481 "," 	11,095 "
RW5,Lancashire Care NHS Foundation Trust,,,,,," 	3,936 "," 	2,939 "," 	2,007 "," 	1,929 ", 	- 0," 	2,252 ", 	6 , 	579 , 	102 ," 	1,161 "," 	1,161 ", 	61 , 	23 , 	45 , 	- 0, 	- 0, 	- 0, 	15 , 	18 , 	29 , 	69 , 	60 , 	72 , 	400 , 	368 , 	345 , 	321 , 	368 , 	369 , 	320 , 	210 , 	216 , 	154 , 	151 , 	133 , 	143 , 	70 , 	59 , 	233 ," 	173,804 ", 	15 ,*, 	- 0
RXN,Lancashire Teaching Hospitals NHS Foundation Trust,,,,,," 	153,864 "," 	133,351 "," 	65,652 "," 	88,171 ", 	41 ," 	47,232 "," 	49,060 "," 	16,988 "," 	20,071 ", 	67 , 	46 , 	4 , 	1 , 	50 ," 	7,505 "," 	4,272 "," 	2,741 "," 	2,034 ", 	549 , 	565 , 	643 , 	906 ," 	1,052 "," 	8,050 "," 	10,808 "," 	9,860 "," 	6,865 "," 	6,330 "," 	7,390 "," 	8,475 "," 	8,952 "," 	9,217 "," 	11,993 "," 	11,872 "," 	11,588 "," 	9,825 "," 	7,306 "," 	4,418 "," 	52,942 "," 	330,061 "," 	14,660 "," 	3,392 "," 	9,533 "
NLL04,Launceston General Hospital,,,,,, 	331 , 	331 , 	169 , 	162 , 	- 0, 	17 , 	- 0, 	- 0, 	314 ,,, 	19 , 	16 , 	81 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*, 	- 0,*,*,*,*,*, 	8 , 	9 , 	41 , 	58 , 	72 , 	81 , 	51 , 	- 0," 	6,350 ",*, 	- 0,*
RGD,Leeds And York Partnership NHS Foundation Trust,,,,,," 	2,983 "," 	2,319 "," 	1,605 "," 	1,378 ", 	- 0," 	1,532 ", 	133 , 	444 , 	210 ,,, 	68 , 	22 , 	44 , 	- 0, 	- 0, 	- 0, 	12 , 	19 , 	28 , 	17 , 	27 , 	53 , 	363 , 	349 , 	322 , 	280 , 	273 , 	234 , 	190 , 	128 , 	112 , 	141 , 	126 , 	110 , 	113 , 	54 , 	22 , 	- 0," 	167,789 ", 	22 ,*,*
RY6,Leeds Community Healthcare NHS Trust,,,,,, 	910 , 	727 , 	337 , 	573 , 	- 0, 	621 , 	- 0, 	106 , 	- 0,,, 	26 , 	19 , 	81 , 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0, 	- 0,*,*,*,*, 	10 ,*, 	24 ,*, 	30 , 	43 , 	57 , 	101 , 	202 , 	228 , 	195 , 	- 0," 	18,987 ",*, 	- 0, 	- 0
RR8,Leeds Teaching Hospitals NHS Trust,,,,,," 	235,129 "," 	198,980 "," 	108,484 "," 	126,640 ",*," 	75,119 "," 	76,924 "," 	22,803 "," 	24,134 ", 	48 , 	35 , 	5 , 	2 , 	50 ," 	14,902 "," 	7,774 "," 	6,129 "," 	5,253 "," 	1,176 "," 	1,208 "," 	1,312 "," 	1,342 "," 	1,722 "," 	9,516 "," 	11,290 "," 	12,130 "," 	9,937 "," 	10,054 "," 	11,568 "," 	13,519 "," 	14,075 "," 	14,880 "," 	17,881 "," 	16,428 "," 	17,554 "," 	15,504 "," 	11,451 "," 	7,210 "," 	71,380 "," 	646,680 "," 	14,879 "," 	5,318 "," 	3,894 "
RT5,Leicestershire Partnership NHS Trust,,,,,," 	7,618 "," 	6,754 "," 	3,587 "," 	4,031 ", 	- 0," 	1,716 ", 	985 ," 	1,116 "," 	2,937 ", 	54 , 	21 , 	39 , 	16 , 	67 , 	- 0, 	- 0, 	- 0, 	19 , 	21 , 	15 , 	26 , 	54 , 	81 , 	349 , 	369 , 	244 , 	256 , 	252 , 	300 , 	238 , 	201 , 	246 , 	418 , 	479 , 	817 ," 	1,037 "," 	1,215 ", 	958 , 	- 0," 	207,500 ", 	19 , 	27 , 	27 
